text;label
:raising_hands:;1
:folded_hands:;1
:backhand_index_pointing_up:;1
:clapping_hands:;1
:flexed_biceps:;1
:person_running:;1
:person_running:;1
:man_and_woman_holding_hands:;1
:family:;1
:two_men_holding_hands:;0
:two_women_holding_hands:;0
:woman_dancing:;1
:people_with_bunny_ears:;1
:person_gesturing_OK:;1
:person_gesturing_NO:;0
:person_tipping_hand:;1
:person_raising_hand:;1
:bride_with_veil:;1
:person_pouting:;0
:person_frowning:;0
:person_bowing:;1
:kiss:;1
:couple_with_heart:;1
:person_getting_massage:;1
:person_getting_haircut:;1
:nail_polish:;1
:boy:;1
:girl:;1
:woman:;1
:man:;1
:baby:;1
:old_woman:;0
:old_man:;0
:blond-haired_person:;1
:man_with_Chinese_cap:;1
:person_wearing_turban:;1
:construction_worker:;1
:police_officer:;1
:baby_angel:;1
:princess:;1
:grinning_cat_face_with_smiling_eyes:;1
:smiling_cat_face_with_heart-eyes:;1
:kissing_cat_face:;1
:cat_face_with_wry_smile:;1
:weary_cat_face:;0
:crying_cat_face:;0
:cat_face_with_tears_of_joy:;1
:pouting_cat_face:;0
:ogre:;0
:goblin:;0
:see-no-evil_monkey:;0
:hear-no-evil_monkey:;0
:speak-no-evil_monkey:;0
:guard:;1
:skull:;0
:paw_prints:;1
:mouth:;1
:kiss_mark:;1
:droplet:;1
:ear:;1
:eyes:;1
:nose:;1
:tongue:;1
:love_letter:;1
:bust_in_silhouette:;1
:busts_in_silhouette:;1
:speech_balloon:;1
:thought_balloon:;1
:sun:;1
:umbrella:;1
:cloud:;1
:snowflake:;1
:snowman:;1
:high_voltage:;1
:cyclone:;0
:foggy:;0
:water_wave:;1
:cat_face:;1
:dog_face:;1
:mouse_face:;0
:hamster_face:;1
:rabbit_face:;1
:wolf_face:;1
:frog_face:;1
:tiger_face:;1
:koala:;1
:bear_face:;1
:pig_face:;0
:pig_nose:;0
:boar:;0
:monkey_face:;1
:horse_face:;1
:horse:;1
:two-hump_camel:;1
:ewe:;1
:elephant:;1
:panda_face:;1
:snake:;0
:bird:;1
:baby_chick:;1
:front-facing_baby_chick:;1
:hatching_chick:;1
:chicken:;1
:penguin:;1
:turtle:;1
:bug:;0
:honeybee:;1
:ant:;1
:lady_beetle:;1
:snail:;1
:octopus:;1
:tropical_fish:;1
:fish:;1
:spouting_whale:;1
:whale:;1
:dolphin:;1
:cow:;1
:ram:;1
:rat:;0
:water_buffalo:;1
:tiger:;1
:rabbit:;1
:dragon:;1
:goat:;1
:rooster:;1
:dog:;1
:pig:;0
:mouse:;0
:ox:;1
:dragon_face:;1
:blowfish:;1
:crocodile:;1
:camel:;1
:leopard:;1
:cat:;1
:poodle:;1
:paw_prints:;1
:bouquet:;1
:cherry_blossom:;1
:tulip:;1
:four_leaf_clover:;1
:rose:;1
:sunflower:;1
:hibiscus:;1
:maple_leaf:;1
:leaf_fluttering_in_wind:;1
:fallen_leaf:;0
:herb:;1
:mushroom:;1
:cactus:;1
:palm_tree:;1
:evergreen_tree:;1
:deciduous_tree:;0
:chestnut:;1
:seedling:;1
:blossom:;1
:sheaf_of_rice:;1
:spiral_shell:;1
:globe_with_meridians:;1
:sun_with_face:;1
:full_moon_face:;1
:new_moon_face:;1
:new_moon:;1
:waxing_crescent_moon:;1
:first_quarter_moon:;1
:waxing_gibbous_moon:;1
:full_moon:;1
:waning_gibbous_moon:;1
:last_quarter_moon:;1
:waning_crescent_moon:;1
:last_quarter_moon_face:;1
:first_quarter_moon_face:;1
:crescent_moon:;1
:globe_showing_Europe-Africa:;1
:globe_showing_Americas:;1
:globe_showing_Asia-Australia:;1
:volcano:;0
:milky_way:;1
:sun_behind_cloud:;1
:pine_decoration:;1
:heart_with_ribbon:;1
:Japanese_dolls:;1
:school_backpack:;1
:graduation_cap:;1
:carp_streamer:;1
:fireworks:;1
:sparkler:;1
:moon_viewing_ceremony:;1
:jack-o-lantern:;1
:ghost:;1
:Santa_Claus:;1
:Christmas_tree:;1
:wrapped_gift:;1
:bell:;1
:bell_with_slash:;0
:tanabata_tree:;1
:party_popper:;1
:confetti_ball:;1
:balloon:;1
:crystal_ball:;1
:optical_disk:;1
:dvd:;1
:floppy_disk:;1
:camera:;1
:video_camera:;1
:movie_camera:;1
:laptop_computer:;1
:television:;1
:mobile_phone:;1
:telephone:;1
:telephone:;1
:telephone_receiver:;1
:pager:;1
:fax_machine:;1
:computer_disk:;1
:videocassette:;1
:speaker_medium_volume:;1
:speaker_low_volume:;1
:muted_speaker:;0
:loudspeaker:;1
:megaphone:;1
:hourglass_done:;1
:hourglass_not_done:;1
:alarm_clock:;1
:watch:;1
:radio:;1
:satellite_antenna:;1
:double_curly_loop:;0
:magnifying_glass_tilted_left:;1
:magnifying_glass_tilted_right:;1
:unlocked:;1
:locked:;1
:locked_with_pen:;1
:locked_with_key:;1
:key:;1
:light_bulb:;1
:flashlight:;1
:bright_button:;1
:dim_button:;0
:electric_plug:;1
:battery:;1
:mobile_phone_with_arrow:;1
:envelope:;1
:closed_mailbox_with_raised_flag:;1
:postbox:;1
:person_taking_bath:;1
:bathtub:;1
:shower:;1
:toilet:;1
:wrench:;1
:nut_and_bolt:;1
:hammer:;1
:seat:;1
:money_bag:;1
:yen_banknote:;1
:dollar_banknote:;1
:pound_banknote:;1
:euro_banknote:;1
:credit_card:;1
:money_with_wings:;1
:e-mail:;1
:inbox_tray:;1
:outbox_tray:;1
:envelope:;1
:incoming_envelope:;1
:postal_horn:;1
:closed_mailbox_with_lowered_flag:;1
:open_mailbox_with_raised_flag:;1
:open_mailbox_with_lowered_flag:;0
:package:;1
:door:;1
:cigarette:;0
:bomb:;0
:pistol:;1
:kitchen_knife:;1
:pill:;1
:syringe:;1
:page_facing_up:;1
:page_with_curl:;1
:bookmark_tabs:;1
:bar_chart:;1
:chart_increasing:;1
:chart_decreasing:;0
:scroll:;1
:clipboard:;1
:tear-off_calendar:;1
:calendar:;1
:card_index:;1
:file_folder:;1
:open_file_folder:;1
:scissors:;1
:pushpin:;1
:paperclip:;1
:black_nib:;1
:pencil:;1
:straight_ruler:;1
:triangular_ruler:;1
:closed_book:;1
:green_book:;1
:blue_book:;1
:orange_book:;1
:notebook:;1
:notebook_with_decorative_cover:;1
:ledger:;1
:books:;1
:bookmark:;1
:name_badge:;1
:microscope:;1
:telescope:;1
:newspaper:;1
:american_football:;1
:basketball:;1
:soccer_ball:;1
:baseball:;1
:tennis:;1
:pool_8_ball:;1
:rugby_football:;1
:bowling:;1
:flag_in_hole:;1
:person_mountain_biking:;1
:person_biking:;1
:horse_racing:;1
:snowboarder:;1
:person_swimming:;1
:person_surfing:;1
:skis:;1
:spade_suit:;1
:heart_suit:;1
:club_suit:;1
:diamond_suit:;1
:gem_stone:;1
:ring:;1
:trophy:;1
:musical_score:;1
:musical_keyboard:;1
:violin:;1
:alien_monster:;1
:video_game:;1
:joker:;1
:flower_playing_cards:;1
:game_die:;1
:direct_hit:;1
:mahjong_red_dragon:;1
:clapper_board:;1
:memo:;1
:memo:;1
:open_book:;1
:artist_palette:;1
:microphone:;1
:headphone:;1
:trumpet:;1
:saxophone:;1
:guitar:;1
:man’s_shoe:;1
:woman’s_sandal:;1
:high-heeled_shoe:;1
:lipstick:;1
:woman’s_boot:;1
:t-shirt:;1
:t-shirt:;1
:necktie:;1
:woman’s_clothes:;1
:dress:;1
:running_shirt:;1
:jeans:;1
:kimono:;1
:bikini:;1
:ribbon:;1
:top_hat:;1
:crown:;1
:woman’s_hat:;1
:man’s_shoe:;1
:closed_umbrella:;1
:briefcase:;1
:handbag:;1
:clutch_bag:;1
:purse:;1
:glasses:;1
:fishing_pole:;1
:hot_beverage:;1
:teacup_without_handle:;1
:sake:;1
:baby_bottle:;1
:beer_mug:;1
:clinking_beer_mugs:;1
:cocktail_glass:;1
:tropical_drink:;1
:wine_glass:;1
:fork_and_knife:;1
:pizza:;1
:hamburger:;1
:french_fries:;1
:poultry_leg:;1
:meat_on_bone:;1
:spaghetti:;1
:curry_rice:;1
:fried_shrimp:;1
:bento_box:;1
:sushi:;1
:fish_cake_with_swirl:;1
:rice_ball:;1
:rice_cracker:;1
:cooked_rice:;1
:steaming_bowl:;1
:pot_of_food:;1
:oden:;1
:dango:;1
:cooking:;1
:bread:;1
:doughnut:;1
:custard:;1
:soft_ice_cream:;1
:ice_cream:;1
:shaved_ice:;1
:birthday_cake:;1
:shortcake:;1
:cookie:;1
:chocolate_bar:;1
:candy:;1
:lollipop:;1
:honey_pot:;1
:red_apple:;1
:green_apple:;1
:tangerine:;1
:lemon:;1
:cherries:;1
:grapes:;1
:watermelon:;1
:strawberry:;1
:peach:;1
:melon:;1
:banana:;1
:pear:;1
:pineapple:;1
:roasted_sweet_potato:;1
:eggplant:;1
:tomato:;1
:ear_of_corn:;1
:house:;1
:house_with_garden:;1
:school:;1
:office_building:;1
:Japanese_post_office:;1
:hospital:;1
:bank:;1
:convenience_store:;1
:love_hotel:;1
:hotel:;1
:wedding:;1
:church:;1
:department_store:;1
:post_office:;1
:sunset:;1
:cityscape_at_dusk:;1
:Japanese_castle:;1
:castle:;1
:tent:;1
:factory:;1
:Tokyo_tower:;1
:map_of_Japan:;1
:mount_fuji:;1
:sunrise_over_mountains:;1
:sunrise:;1
:shooting_star:;1
:Statue_of_Liberty:;1
:bridge_at_night:;1
:carousel_horse:;1
:rainbow:;1
:ferris_wheel:;1
:fountain:;1
:roller_coaster:;1
:ship:;1
:speedboat:;1
:sailboat:;1
:sailboat:;1
:person_rowing_boat:;1
:anchor:;1
:rocket:;1
:airplane:;1
:helicopter:;1
:locomotive:;1
:tram:;1
:mountain_railway:;1
:bicycle:;1
:aerial_tramway:;1
:suspension_railway:;1
:mountain_cableway:;1
:tractor:;1
:sport_utility_vehicle:;1
:oncoming_automobile:;1
:automobile:;1
:automobile:;1
:taxi:;1
:oncoming_taxi:;1
:articulated_lorry:;1
:bus:;1
:oncoming_bus:;1
:police_car_light:;1
:police_car:;1
:oncoming_police_car:;1
:fire_engine:;1
:ambulance:;1
:minibus:;1
:delivery_truck:;1
:tram_car:;1
:station:;1
:train:;1
:bullet_train:;1
:high-speed_train:;1
:light_rail:;1
:monorail:;1
:railway_car:;1
:trolleybus:;1
:ticket:;1
:fuel_pump:;1
:vertical_traffic_light:;1
:horizontal_traffic_light:;1
:warning:;1
:construction:;1
:Japanese_symbol_for_beginner:;1
:ATM_sign:;1
:slot_machine:;1
:bus_stop:;1
:barber_pole:;1
:hot_springs:;1
:chequered_flag:;1
:crossed_flags:;1
:red_paper_lantern:;1
:moai:;1
:circus_tent:;1
:performing_arts:;1
:round_pushpin:;1
:triangular_flag:;1
:keycap_1:;1
:keycap_2:;1
:keycap_3:;1
:keycap_4:;1
:keycap_5:;1
:keycap_6:;1
:keycap_7:;1
:keycap_8:;1
:keycap_9:;1
:input_numbers:;1
:keycap_0:;1
:input_symbols:;1
:reverse_button:;1
:down_arrow:;1
:play_button:;1
:left_arrow:;1
:input_latin_uppercase:;1
:input_latin_lowercase:;1
:input_latin_letters:;1
:down-left_arrow:;1
:down-right_arrow:;1
:right_arrow:;1
:up_arrow:;1
:up-left_arrow:;1
:up-right_arrow:;1
:fast_down_button:;1
:fast_up_button:;1
:downwards_button:;1
:right_arrow_curving_down:;1
:right_arrow_curving_up:;1
:right_arrow_curving_left:;1
:left_arrow_curving_right:;1
:left-right_arrow:;1
:up-down_arrow:;1
:upwards_button:;1
:clockwise_vertical_arrows:;1
:counterclockwise_arrows_button:;1
:fast_reverse_button:;1
:fast-forward_button:;1
:information:;1
:OK_button:;1
:shuffle_tracks_button:;1
:repeat_button:;1
:repeat_single_button:;1
:NEW_button:;1
:TOP_arrow:;1
:UP!_button:;1
:COOL_button:;1
:FREE_button:;1
:NG_button:;1
:cinema:;1
:Japanese_here_button:;1
:antenna_bars:;1
:Japanese_discount_button:;1
:Japanese_passing_grade_button:;1
:Japanese_open_for_business_button:;1
:Japanese_reserved_button:;0
:Japanese_monthly_amount_button:;1
:Japanese_not_free_of_charge_button:;0
:Japanese_no_vacancy_button:;0
:Japanese_free_of_charge_button:;1
:Japanese_application_button:;1
:Japanese_vacancy_button:;1
:Japanese_prohibited_button:;0
:Japanese_service_charge_button:;1
:restroom:;1
:men’s_room:;1
:women’s_room:;1
:baby_symbol:;1
:no_smoking:;1
:P_button:;1
:wheelchair_symbol:;1
:metro:;1
:baggage_claim:;1
:Japanese_acceptable_button:;1
:water_closet:;1
:potable_water:;1
:litter_in_bin_sign:;1
:Japanese_secret_button:;1
:Japanese_congratulations_button:;1
:circled_M:;1
:passport_control:;1
:left_luggage:;1
:customs:;1
:Japanese_bargain_button:;1
:CL_button:;0
:SOS_button:;0
:ID_button:;1
:prohibited:;0
:no_one_under_eighteen:;0
:no_mobile_phones:;0
:no_littering:;1
:non-potable_water:;0
:no_bicycles:;0
:no_pedestrians:;0
:children_crossing:;1
:no_entry:;0
:eight-spoked_asterisk:;1
:sparkle:;1
:eight-pointed_star:;1
:heart_decoration:;1
:VS_button:;0
:vibration_mode:;1
:mobile_phone_off:;0
:chart_increasing_with_yen:;1
:currency_exchange:;1
:Aries:;1
:Taurus:;1
:Gemini:;1
:Cancer:;1
:Leo:;1
:Virgo:;1
:Libra:;1
:Scorpio:;1
:Sagittarius:;1
:Capricorn:;1
:Aquarius:;1
:Pisces:;1
:Ophiuchus:;1
:dotted_six-pointed_star:;1
:cross_mark_button:;0
:A_button_(blood_type):;1
:B_button_(blood_type):;1
:AB_button_(blood_type):;1
:O_button_(blood_type):;1
:diamond_with_a_dot:;1
:recycling_symbol:;1
:END_arrow:;1
:BACK_arrow:;1
:ON!_arrow:;1
:SOON_arrow:;1
:one_o’clock:;1
:one-thirty:;1
:ten_o’clock:;1
:ten-thirty:;1
:eleven_o’clock:;1
:eleven-thirty:;1
:twelve_o’clock:;1
:twelve-thirty:;1
:two_o’clock:;1
:two-thirty:;1
:three_o’clock:;1
:three-thirty:;1
:four_o’clock:;1
:four-thirty:;1
:five_o’clock:;1
:five-thirty:;1
:six_o’clock:;1
:six-thirty:;1
:seven_o’clock:;1
:seven-thirty:;1
:eight_o’clock:;1
:eight-thirty:;1
:nine_o’clock:;1
:nine-thirty:;1
:heavy_dollar_sign:;1
:copyright:;1
:registered:;1
:trade_mark:;1
:cross_mark:;0
:exclamation_mark:;1
:double_exclamation_mark:;1
:exclamation_question_mark:;1
:heavy_large_circle:;1
:heavy_multiplication_x:;1
:heavy_plus_sign:;1
:heavy_minus_sign:;1
:heavy_division_sign:;1
:white_flower:;1
:hundred_points:;1
:heavy_check_mark:;1
:ballot_box_with_check:;1
:radio_button:;1
:link:;1
:curly_loop:;1
:wavy_dash:;1
:part_alternation_mark:;1
:trident_emblem:;1
:black_small_square:;1
:white_small_square:;1
:black_medium-small_square:;1
:white_medium-small_square:;1
:black_medium_square:;1
:white_medium_square:;1
:black_large_square:;1
:white_large_square:;1
:white_heavy_check_mark:;1
:black_square_button:;1
:white_square_button:;1
:black_circle:;1
:white_circle:;1
:red_circle:;1
:blue_circle:;1
:large_blue_diamond:;1
:large_orange_diamond:;1
:small_blue_diamond:;1
:small_orange_diamond:;1
:red_triangle_pointed_up:;1
:red_triangle_pointed_down:;1
:smiling_face_with_3_hearts:;1
